duration,users
0,7
1,7
2,8
3,9
4,9
5,10
6,11
7,12
8,13
9,13
10,14
11,15
12,16
13,17
14,17
15,18
16,19
17,20
18,21
19,22
20,23
21,24
22,25
23,25
24,26
25,27
26,28
27,29
28,30
29,32
30,33
31,34
32,35
33,36
34,37
35,38
36,39
37,41
38,42
39,43
40,44
41,46
42,47
43,48
44,49
45,51
46,52
47,54
48,55
49,57
50,58
51,60
52,61
53,63
54,64
55,66
56,68
57,69
58,71
59,73
60,75
61,76
62,78
63,80
64,82
65,84
66,86
67,88
68,90
69,92
70,94
71,96
72,98
73,101
74,103
75,105
76,107
77,110
78,112
79,115
80,117
81,119
82,122
83,124
84,127
85,129
86,132
87,135
88,137
89,140
90,142
91,145
92,148
93,150
94,153
95,156
96,159
97,161
98,164
99,167
100,170
101,172
102,175
103,178
104,181
105,184
106,186
107,189
108,192
109,195
110,198
111,200
112,203
113,206
114,209
115,212
116,214
117,217
118,220
119,222
120,225
121,228
122,230
123,233
124,236
125,238
126,241
127,243
128,246
129,248
130,251
131,253
132,255
133,258
134,260
135,262
136,264
137,266
138,268
139,270
140,272
141,274
142,276
143,278
144,279
145,281
146,283
147,284
148,286
149,287
150,289
151,290
152,292
153,293
154,294
155,296
156,297
157,298
158,299
159,300
160,302
161,303
162,304
163,305
164,306
165,307
166,309
167,310
168,311
169,312
170,313
171,314
172,316
173,317
174,318
175,319
176,320
177,322
178,323
179,324
180,326
181,327
182,328
183,330
184,331
185,332
186,334
187,335
188,336
189,338
190,339
191,340
192,341
193,342
194,344
195,345
196,346
197,347
198,348
199,349
200,349
201,350
202,351
203,351
204,352
205,352
206,353
207,353
208,353
209,353
210,353
211,353
212,353
213,353
214,352
215,352
216,351
217,350
218,349
219,348
220,347
221,346
222,345
223,344
224,343
225,341
226,340
227,338
228,337
229,335
230,333
231,331
232,329
233,328
234,326
235,324
236,322
237,320
238,318
239,315
240,313
241,311
242,309
243,307
244,305
245,302
246,300
247,298
248,296
249,293
250,291
251,289
252,287
253,284
254,282
255,280
256,278
257,275
258,273
259,271
260,269
261,266
262,264
263,262
264,259
265,257
266,255
267,253
268,250
269,248
270,246
271,243
272,241
273,239
274,237
275,234
276,232
277,230
278,227
279,225
280,223
281,220
282,218
283,216
284,214
285,211
286,209
287,207
288,204
289,202
290,200
291,197
292,195
293,193
294,190
295,188
296,186
297,183
298,181
299,179
300,177
301,174
302,172
303,170
304,168
305,166
306,163
307,161
308,159
309,157
310,155
311,153
312,151
313,148
314,146
315,144
316,142
317,140
318,138
319,136
320,135
321,133
322,131
323,129
324,127
325,125
326,123
327,122
328,120
329,118
330,116
331,115
332,113
333,111
334,110
335,108
336,106
337,105
338,103
339,102
340,100
341,99
342,97
343,96
344,94
345,93
346,91
347,90
348,89
349,87
350,86
351,85
352,83
353,82
354,81
355,79
356,78
357,77
358,76
359,75
360,73
361,72
362,71
363,70
364,69
365,68
366,67
367,66
368,65
369,63
370,62
371,61
372,60
373,59
374,59
375,58
376,57
377,56
378,55
379,54
380,53
381,52
382,51
383,50
384,50
385,49
386,48
387,47
388,46
389,46
390,45
391,44
392,43
393,43
394,42
395,41
396,41
397,40
398,39
399,39
400,38
401,37
402,37
403,36
404,35
405,35
406,34
407,34
408,33
409,33
410,32
411,32
412,31
413,30
414,30
415,29
416,29
417,29
418,28
419,28
420,27
421,27
422,26
423,26
424,25
425,25
426,25
427,24
428,24
429,23
430,23
431,23
432,22
433,22
434,21
435,21
436,21
437,20
438,20
439,20
440,19
441,19
442,19
443,19
444,18
445,18
446,18
447,17
448,17
449,17
450,16
451,16
452,16
453,16
454,15
455,15
456,15
457,15
458,14
459,14
460,14
461,14
462,13
463,13
464,13
465,13
466,12
467,12
468,12
469,12
470,11
471,11
472,11
473,11
474,11
475,10
476,10
477,10
478,10
479,10
480,9
481,9
482,9
483,9
484,9
485,8
486,8
487,8
488,8
489,8
490,8
491,7
492,7
493,7
494,7
495,7
496,7
497,6
498,6
499,6
500,6
501,6
502,6
503,6
504,5
505,5
506,5
507,5
508,5
509,5
510,5
511,4
512,4
513,4
514,4
515,4
516,4
517,4
518,4
519,4
520,3
521,3
522,3
523,3
524,3
525,3
526,3
527,3
528,3
529,3
530,2
531,2
532,2
533,2
534,2
535,2
536,2
537,2
538,2
539,2
540,2
541,2
542,2
543,2
544,2
545,2
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,1
580,1
581,1
582,1
583,1
584,1
585,1
586,1
587,1
588,1
589,1
590,1
591,1
592,1
593,1
594,1
595,1
596,2
597,2
598,2
599,2
