duration,users
0,29
1,29
2,29
3,29
4,29
5,29
6,30
7,30
8,30
9,31
10,31
11,31
12,32
13,32
14,33
15,33
16,34
17,35
18,35
19,36
20,37
21,37
22,38
23,39
24,40
25,41
26,42
27,43
28,44
29,45
30,47
31,48
32,49
33,51
34,52
35,54
36,55
37,57
38,59
39,61
40,63
41,65
42,67
43,69
44,71
45,73
46,76
47,78
48,81
49,83
50,86
51,89
52,92
53,94
54,98
55,101
56,104
57,107
58,111
59,114
60,118
61,121
62,125
63,129
64,133
65,137
66,142
67,146
68,150
69,155
70,160
71,164
72,169
73,174
74,179
75,185
76,190
77,195
78,201
79,207
80,213
81,218
82,224
83,230
84,236
85,243
86,249
87,255
88,261
89,268
90,274
91,281
92,287
93,293
94,300
95,306
96,313
97,319
98,325
99,332
100,338
101,344
102,351
103,357
104,363
105,369
106,375
107,381
108,387
109,393
110,398
111,404
112,409
113,415
114,420
115,425
116,430
117,435
118,439
119,444
120,449
121,453
122,458
123,462
124,466
125,471
126,475
127,479
128,483
129,487
130,491
131,495
132,499
133,503
134,507
135,511
136,515
137,519
138,523
139,528
140,532
141,536
142,540
143,544
144,548
145,553
146,557
147,561
148,566
149,570
150,575
151,580
152,585
153,589
154,594
155,599
156,605
157,610
158,615
159,620
160,625
161,630
162,636
163,641
164,646
165,651
166,657
167,662
168,667
169,672
170,678
171,683
172,688
173,693
174,698
175,702
176,707
177,712
178,717
179,721
180,726
181,730
182,734
183,738
184,742
185,746
186,750
187,753
188,757
189,760
190,763
191,766
192,768
193,771
194,774
195,776
196,778
197,780
198,782
199,784
200,785
201,787
202,788
203,789
204,790
205,791
206,792
207,792
208,793
209,793
210,793
211,793
212,793
213,793
214,793
215,792
216,792
217,791
218,790
219,789
220,788
221,787
222,786
223,784
224,782
225,781
226,779
227,777
228,775
229,773
230,771
231,768
232,766
233,763
234,761
235,758
236,755
237,752
238,749
239,746
240,743
241,739
242,736
243,732
244,729
245,725
246,721
247,718
248,714
249,710
250,706
251,702
252,698
253,693
254,689
255,685
256,681
257,676
258,672
259,667
260,663
261,658
262,653
263,649
264,644
265,639
266,634
267,629
268,625
269,620
270,615
271,610
272,605
273,600
274,595
275,590
276,585
277,580
278,575
279,570
280,564
281,559
282,554
283,549
284,544
285,539
286,534
287,529
288,524
289,519
290,514
291,509
292,504
293,499
294,494
295,489
296,484
297,479
298,474
299,469
300,464
301,460
302,455
303,450
304,446
305,441
306,436
307,432
308,427
309,423
310,419
311,414
312,410
313,405
314,401
315,397
316,392
317,388
318,384
319,380
320,376
321,372
322,367
323,363
324,359
325,355
326,351
327,347
328,343
329,339
330,335
331,332
332,328
333,324
334,320
335,316
336,312
337,309
338,305
339,301
340,297
341,294
342,290
343,286
344,283
345,279
346,275
347,272
348,268
349,265
350,261
351,258
352,254
353,251
354,247
355,244
356,241
357,237
358,234
359,231
360,228
361,225
362,221
363,218
364,215
365,212
366,209
367,206
368,203
369,200
370,197
371,195
372,192
373,189
374,186
375,184
376,181
377,179
378,176
379,174
380,171
381,169
382,166
383,164
384,162
385,159
386,157
387,155
388,153
389,151
390,149
391,146
392,144
393,142
394,140
395,138
396,136
397,135
398,133
399,131
400,129
401,127
402,125
403,123
404,122
405,120
406,118
407,116
408,115
409,113
410,111
411,109
412,108
413,106
414,104
415,103
416,101
417,99
418,98
419,96
420,94
421,93
422,91
423,90
424,88
425,86
426,85
427,83
428,82
429,80
430,79
431,77
432,76
433,74
434,73
435,72
436,70
437,69
438,67
439,66
440,65
441,63
442,62
443,61
444,60
445,59
446,57
447,56
448,55
449,54
450,53
451,52
452,51
453,50
454,49
455,48
456,47
457,46
458,45
459,44
460,43
461,42
462,42
463,41
464,40
465,39
466,39
467,38
468,37
469,37
470,36
471,35
472,35
473,34
474,33
475,33
476,32
477,32
478,31
479,31
480,30
481,30
482,29
483,29
484,28
485,28
486,27
487,27
488,27
489,26
490,26
491,26
492,25
493,25
494,24
495,24
496,24
497,23
498,23
499,23
500,23
501,22
502,22
503,22
504,21
505,21
506,21
507,21
508,20
509,20
510,20
511,19
512,19
513,19
514,19
515,18
516,18
517,18
518,18
519,17
520,17
521,17
522,16
523,16
524,16
525,16
526,15
527,15
528,15
529,14
530,14
531,14
532,13
533,13
534,13
535,13
536,12
537,12
538,12
539,11
540,11
541,11
542,10
543,10
544,10
545,9
546,9
547,9
548,8
549,8
550,8
551,7
552,7
553,7
554,6
555,6
556,6
557,6
558,5
559,5
560,5
561,5
562,4
563,4
564,4
565,4
566,3
567,3
568,3
569,3
570,2
571,2
572,2
573,2
574,2
575,2
576,2
577,1
578,1
579,1
580,1
581,1
582,1
583,1
584,1
585,1
586,1
587,1
588,1
589,1
590,1
591,1
592,1
593,1
594,1
595,2
596,2
597,2
598,2
599,2
