duration,users
0,9
1,10
2,11
3,12
4,14
5,15
6,16
7,17
8,18
9,20
10,21
11,22
12,23
13,24
14,25
15,26
16,27
17,29
18,30
19,31
20,32
21,33
22,34
23,35
24,37
25,38
26,39
27,40
28,41
29,43
30,44
31,45
32,46
33,48
34,49
35,51
36,52
37,53
38,55
39,56
40,58
41,59
42,61
43,63
44,64
45,66
46,68
47,70
48,72
49,74
50,76
51,78
52,80
53,82
54,84
55,86
56,89
57,91
58,93
59,96
60,98
61,101
62,104
63,106
64,109
65,112
66,115
67,118
68,121
69,125
70,128
71,131
72,135
73,138
74,142
75,145
76,149
77,153
78,157
79,161
80,165
81,169
82,173
83,177
84,181
85,185
86,189
87,193
88,197
89,202
90,206
91,210
92,214
93,219
94,223
95,227
96,231
97,235
98,239
99,244
100,248
101,252
102,256
103,260
104,264
105,268
106,271
107,275
108,279
109,282
110,286
111,290
112,293
113,297
114,300
115,303
116,307
117,310
118,313
119,317
120,320
121,323
122,326
123,329
124,332
125,336
126,339
127,342
128,345
129,348
130,351
131,354
132,357
133,360
134,363
135,366
136,369
137,372
138,375
139,378
140,381
141,384
142,387
143,390
144,393
145,396
146,399
147,403
148,406
149,409
150,412
151,415
152,418
153,421
154,424
155,427
156,430
157,433
158,436
159,439
160,442
161,445
162,448
163,451
164,454
165,457
166,459
167,462
168,465
169,467
170,470
171,472
172,475
173,477
174,479
175,482
176,484
177,486
178,488
179,490
180,492
181,494
182,495
183,497
184,499
185,500
186,502
187,503
188,504
189,505
190,506
191,507
192,508
193,509
194,510
195,510
196,511
197,511
198,511
199,511
200,511
201,511
202,511
203,511
204,510
205,509
206,509
207,508
208,507
209,506
210,504
211,503
212,501
213,500
214,498
215,496
216,494
217,492
218,489
219,487
220,485
221,482
222,479
223,476
224,474
225,471
226,468
227,465
228,462
229,458
230,455
231,452
232,449
233,445
234,442
235,439
236,435
237,432
238,429
239,425
240,422
241,419
242,416
243,412
244,409
245,406
246,403
247,400
248,397
249,394
250,391
251,388
252,385
253,383
254,380
255,377
256,375
257,372
258,369
259,367
260,364
261,362
262,360
263,357
264,355
265,352
266,350
267,348
268,345
269,343
270,341
271,338
272,336
273,334
274,331
275,329
276,327
277,324
278,322
279,319
280,317
281,314
282,312
283,309
284,307
285,304
286,302
287,299
288,296
289,294
290,291
291,288
292,286
293,283
294,280
295,277
296,274
297,272
298,269
299,266
300,263
301,260
302,257
303,254
304,251
305,248
306,245
307,242
308,239
309,237
310,234
311,231
312,228
313,225
314,222
315,219
316,216
317,213
318,210
319,207
320,204
321,201
322,198
323,195
324,192
325,189
326,186
327,184
328,181
329,178
330,175
331,172
332,169
333,167
334,164
335,161
336,159
337,156
338,153
339,151
340,148
341,146
342,143
343,141
344,138
345,136
346,134
347,132
348,129
349,127
350,125
351,123
352,121
353,119
354,117
355,115
356,113
357,111
358,110
359,108
360,106
361,105
362,103
363,102
364,100
365,99
366,97
367,96
368,94
369,93
370,92
371,90
372,89
373,88
374,87
375,86
376,84
377,83
378,82
379,81
380,80
381,79
382,77
383,76
384,75
385,74
386,73
387,72
388,71
389,70
390,69
391,68
392,67
393,65
394,64
395,63
396,62
397,61
398,60
399,59
400,58
401,57
402,56
403,55
404,54
405,53
406,52
407,51
408,50
409,49
410,48
411,47
412,46
413,45
414,44
415,43
416,42
417,41
418,41
419,40
420,39
421,38
422,37
423,37
424,36
425,35
426,35
427,34
428,34
429,33
430,32
431,32
432,31
433,31
434,30
435,30
436,29
437,29
438,28
439,28
440,28
441,27
442,27
443,26
444,26
445,25
446,25
447,25
448,24
449,24
450,23
451,23
452,23
453,22
454,22
455,21
456,21
457,21
458,20
459,20
460,19
461,19
462,18
463,18
464,17
465,17
466,16
467,16
468,15
469,14
470,14
471,13
472,13
473,12
474,12
475,11
476,11
477,10
478,10
479,9
480,9
481,8
482,8
483,7
484,7
485,6
486,6
487,6
488,5
489,5
490,4
491,4
492,4
493,3
494,3
495,3
496,3
497,3
498,2
499,2
500,2
501,2
502,2
503,2
504,2
505,2
506,2
507,2
508,2
509,2
510,2
511,2
512,2
513,2
514,2
515,2
516,2
517,2
518,2
519,2
520,2
521,2
522,2
523,3
524,3
525,3
526,3
527,3
528,3
529,3
530,3
531,3
532,3
533,3
534,3
535,3
536,3
537,3
538,3
539,3
540,3
541,3
542,3
543,3
544,3
545,3
546,3
547,3
548,3
549,3
550,3
551,3
552,3
553,3
554,3
555,3
556,3
557,3
558,3
559,3
560,3
561,3
562,3
563,3
564,3
565,3
566,3
567,3
568,2
569,2
570,2
571,2
572,2
573,2
574,2
575,2
576,2
577,2
578,2
579,2
580,2
581,2
582,2
583,2
584,2
585,2
586,2
587,2
588,2
589,1
590,1
591,1
592,1
593,1
594,1
595,1
596,1
597,1
598,1
599,1
